stt,source,category,title,content,link,label
154,Dân Trí,the-thao,"Man City đối đầu Liverpool, HLV Pep Guardiola đạt cột mốc ấn tượng","""Những con số thật điên rồ"", HLV Pep Guardiola bày tỏ trước thềm trận đấu thứ 1.000 trong sự nghiệp khi sẽ tiếp đón Liverpool trên sân Etihad diễn ra vào 23h30 ngày mai (9/11, giờ Việt Nam). Chiến lược gia người Tây Ban Nha lần lượt dẫn dắt Barcelona, Bayern Munich trước khi đảm nhiệm vai trò ""thuyền trưởng"" của Man City, giành được 715 trận thắng trong số 999 trận và giành được vô vàn danh hiệu cho cả 3 CLB nói trên. HLV Pep Guardiola kỳ vọng Man City sẽ chiến thắng trước Liverpool trong trận đấu đánh dấu cột mốc 1.000 trận cầm quân trong sự nghiệp của chiến lược gia người Tây Ban Nha (",https://dantri.com.vn/the-thao/man-city-doi-dau-liverpool-hlv-pep-guardiola-dat-cot-moc-an-tuong-20251108092248831.htm,1
155,Dân Trí,the-thao,"Cầu thủ nhập tịch Malaysia bị CLB Tây Ban Nha sa thải, tương lai bấp bênh","Hậu vệ cánh trái Gabriel Palmero thuộc sở hữu của CLB Deportivo Tenerife (Tây Ban Nha). Tuy nhiên, Deportivo Tenerife cho CLB thuộc giải hạng ba của Tây Ban Nha là Unionistas de Salamanca mượn Gabriel Palmero. Hôm qua, hai đội Tenerife và Salamanca ra thông báo chung, sa thải Gabriel Palmero, bao gồm chấm dứt hợp đồng cho mượn tại Salamanca và chấm dứt luôn hợp đồng thi đấu chuyên nghiệp của cầu thủ này ở CLB Tenerife. Hậu vệ cánh trái Gabriel Palmero bị CLB chủ quản chấm dứt hợp đồng (",https://dantri.com.vn/the-thao/cau-thu-nhap-tich-malaysia-bi-clb-tay-ban-nha-sa-thai-tuong-lai-bap-benh-20251108133607523.htm,1
156,Dân Trí,the-thao,FIFA bị tố cáo xử phạt sai luật bóng đá Malaysia vụ nhập tịch gian lận,"Theo cựu thẩm phán Hamid Sultan Abu Backer, việc FIFA viện dẫn Điều 22 của Bộ luật Kỷ luật FIFA để xử lý vụ việc là không phù hợp vì điều khoản này chỉ áp dụng cho các trường hợp làm giả hoặc giả mạo tài liệu, chứ không dành cho tình huống giấy tờ được cơ quan chính phủ chính thức cấp. Cựu thẩm phán Hamid Sultan cho rằng FIFA không có thẩm quyền xử phạt 7 cầu thủ nhập tịch của Malaysia (",https://dantri.com.vn/the-thao/fifa-bi-to-cao-xu-phat-sai-luat-bong-da-malaysia-vu-nhap-tich-gian-lan-20251108174729005.htm,1
157,Dân Trí,the-thao,"Phút bù giờ kỳ diệu, Man Utd hòa 2-2 trên sân Tottenham","Matthijs de Ligt trở thành người hùng của Man Utd khi ghi bàn gỡ hòa ở phút 90+6, giúp “Quỷ đỏ” giật lại một điểm quý giá trong trận hòa 2-2 nghẹt thở trước Tottenham tại vòng 11 Ngoại hạng Anh diễn ra vào tối 8/11. Dù không thể thắng, kết quả này vẫn giúp Man Utd nối dài chuỗi trận bất bại lên con số 8. Ngay từ đầu, thế trận cho thấy sự cân bằng quen thuộc giữa hai đội chỉ cách nhau 4 điểm ở mùa giải trước. Cả Tottenham lẫn Man Utd đều nhập cuộc thận trọng, chơi chặt chẽ và không tạo được nhiều đột biến trong khoảng thời gian đầu. Điều đó cũng dễ hiểu, khi cả hai từng cống hiến một trận chung kết Europa League kín kẽ hồi tháng 5, và Tottenham lại càng có lý do để thận trọng sau khi để thủng lưới 6 trong 8 bàn thua mùa này ngay trước giờ nghỉ. Bryan Mbeumo tiếp tục thể hiện duyên ghi bàn trước Tottenham. Tuy nhiên, thế bế tắc bị phá vỡ ở phút 32 sau một pha bóng mẫu mực của đội khách. Tottenham không thể chặn đứng các đợt tấn công liên tục của đối thủ, và khi bóng được luân chuyển sang cánh phải, Amad Diallo thực hiện quả tạt chuẩn xác cho Bryan Mbeumo. Tiền đạo người Cameroon đánh đầu hiểm hóc vào góc gần, mở tỷ số cho ""Quỷ đỏ"". Đây đã là bàn thắng thứ 5 của Mbeumo chỉ sau 9 lần đối đầu với Tottenham. Sau giờ nghỉ, Tottenham vùng lên mạnh mẽ với quyết tâm tìm bàn gỡ. Tuy nhiên, thủ thành Senne Lammens bên phía Man Utd có một hiệp hai xuất sắc. Anh lần lượt cản phá cú giật gót kỹ thuật của Cristian Romero rồi bay người ngăn cú vô-lê uy lực từ Joao Palhinha. Sân vận động Tottenham gần như nổ tung khi Brennan Johnson đưa bóng vào lưới, nhưng niềm vui của các cổ động viên chủ nhà sớm bị dập tắt bởi quyết định việt vị. Man Utd suýt chút nữa nhân đôi cách biệt khi Bruno Fernandes dứt điểm sau đường chuyền dài của Amad, nhưng cú ra chân hơi với khiến bóng vọt xà. Trong bối cảnh Tottenham cần một khoảnh khắc để trở lại, và cầu thủ vừa vào sân thay người Mathys Tel đã lên tiếng. Phút 84, anh nhận đường chuyền của Destiny Udogie, khéo léo loại bỏ De Ligt trước khi dứt điểm gọn gàng tung lưới, quân bình tỷ số 1-1. Hưng phấn sau bàn gỡ, Tottenham tiếp tục dồn ép đối thủ. Micky van de Ven có pha tắc bóng then chốt ngăn Benjamin Sesko dứt điểm trong vòng cấm, khiến tiền đạo của Man Utd dính chấn thương và đội khách buộc phải chơi thiếu người trong thời gian bù giờ. Khi tất cả tưởng như hai đội sẽ có một kết quả hòa, Tottenham bất ngờ vươn lên dẫn trước 2-1 ở phút 90+1. Sau một quả phạt góc bị phá ra, Wilson Odobert tung cú sút căng, bóng chạm chân Richarlison và đi thẳng vào góc lưới, khiến cổ động viên Man Utd như chết lặng. Richarlison cởi áo ăn mừng sau khi ghi bàn ở phút bù giờ. Tuy nhiên, Man Utd chưa chịu đầu hàng. Trong pha phản công cuối cùng, họ giành được quả phạt góc. Từ đường chuyền tinh tế của Bruno Fernandes, De Ligt bật cao đánh đầu tung lưới Tottenham ở phút 90+6, ấn định tỷ số 2-2. Trận hòa kịch tính này không chỉ kéo dài chuỗi trận bất bại của Man Utd lên con số 8, mà còn thể hiện bản lĩnh kiên cường của thầy trò Ruben Amorim - những người không bao giờ bỏ cuộc cho đến tiếng còi mãn cuộc. Tottenham hòa 2-2 với Man Utd. De Ligt ghi bàn cho Man Utd. Richarlison cởi áo ăn mừng sau khi ghi bàn. Có cơ hội thoát xuống đối mặt với Vicario nhưng Sesko đã tỏ ra chậm chạp và để đối phương băng về phá bóng ngay trong chân. Ngay sau đó, Sesko gặp chấn thương sau đó khiến Man Utd chỉ còn 10 người trên sân do đã hết quyền thay người. Tel ghi bàn gỡ hòa cho Tottenham. Mount trao cho Sesko một cơ hội tuyệt vời nhưng tiền đạo của Man Utd bứt tốc khá chậm chạp. Sau đó các hậu vệ Tottenham đã bọc lót kịp thời để giành lại bóng ở trong vòng cấm địa. Palhinha bị phạt thẻ vàng khi anh phạm lỗi ngăn cản Dorgu. Maguire gặp chấn thương không thể tiếp tục thi đấu, HLV Amorim quyết định thay liền ba cầu thủ. Amad tung đường chuyền dài vượt tuyến cho Fernandes thoát xuống nhận bóng ở đầu vòng cấm, nhưng cú dứt điểm hơi với của đội trưởng Man Utd đã đưa bóng vọt xà ngang. Johnson tiếc nuối khi bàn thắng không được công nhận. Palhinha tung người bắt vô lê đưa bóng đập đất ở trung tâm vòng cấm địa, Lammens tiếp tục thể hiện sự chắc chắn với tình huống đổ người đẩy bóng ra. Lammens cản phá cú dứt điểm của Palhinha. Odobert treo bóng vào trong vòng cấm địa, Romero giật gót đá nối đưa bóng hướng về cầu môn của Man Utd, Lammens đổ người nhanh và chân phải của anh đã phá bóng ra ngoài. Tottenham kiên nhẫn giữ bóng và liên tục ban bật, chờ đợi thời cơ mở ra trong hàng thủ đối phương để tung đòn tấn công. HLV Frank hò hét chỉ đạo học trò thi đấu. Man Utd giao bóng. Man Utd dẫn 1-0 trước Tottenham sau hiệp một. Muani thoát xuống đầy tốc độ, song hậu vệ Man Utd kịp thời cắt bóng. Tottenham được hưởng quả phạt góc sau tình huống này, đội chủ nhà vẫn chưa có pha dứt điểm trúng đích từ đầu trận. Mazraoui tranh bóng với Richarlison. Porro thực hiện quả tạt vào vòng cấm, nhưng một hậu vệ của Man Utd đã bật cao hơn tất cả để hóa giải. Bóng sau đó đi hết đường biên, mang về một quả ném biên cho đội chủ nhà. Romero nhận thẻ vàng sau cú xoạc bóng phạ",https://dantri.com.vn/the-thao/phut-bu-gio-ky-dieu-man-utd-hoa-2-2-tren-san-tottenham-20251108192840540.htm,1
158,Dân Trí,the-thao,"Gặp sự cố tắc đường, Thể Công Viettel chia điểm với PVF-CAND",Trận mở màn vòng 11 V-League giữa PVF - Công an Nhân dân (CAND) và Thể Công Viettel diễn ra vào tối 8/11 bất ngờ phải lùi lại một tiếng đồng hồ do đội khách gặp sự cố tắc đường ở cầu Thanh Trì khi trên đường di chuyển đến sân Trung tâm đào tạo trẻ PVF (Hưng Yên). Thể Công Viettel (trắng) gặp sự cố tắc đường trước khi đến sân của PVF-CAND (,https://dantri.com.vn/the-thao/gap-su-co-tac-duong-the-cong-viettel-chia-diem-voi-pvf-cand-20251108220829770.htm,1
159,Dân Trí,the-thao,Sunderland cầm hòa kịch tính Arsenal tại sân Ánh sáng,"Sunderland tiếp tục thể hiện phong độ ấn tượng trên sân nhà khi kéo dài chuỗi bất bại lên con số 6. Tiền đạo Brian Brobbey trở thành người hùng với bàn gỡ hòa ở phút 94, giúp “Mèo Đen” cầm chân đội đầu bảng Arsenal với tỷ số 2-2 trong trận đấu thuộc vòng 11 Ngoại hạng Anh 2025-26, diễn ra rạng sáng 9/11 (giờ Việt Nam). Brian Brobbey trở thành người hùng của Sunderland (",https://dantri.com.vn/the-thao/sunderland-cam-hoa-kich-tinh-arsenal-tai-san-anh-sang-20251109062541068.htm,1
160,Dân Trí,the-thao,"Chelsea thắng đậm Wolves, tạm vươn lên nhì bảng Ngoại hạng Anh","tạm thời vươn lên vị trí thứ hai trên bảng xếp hạng Ngoại hạng Anh sau khi đánh bại Wolves với tỷ số 3-0 trên sân Stamford Bridge vào rạng sáng 9/11, qua đó giành chiến thắng thứ tư trong năm trận gần nhất tại giải Ngoại hạng Anh. HLV Enzo Maresca tiếp tục xoay vòng đội hình với ít nhất 7 sự thay đổi so với trận hòa Qarabag ở cúp châu Âu giữa tuần. Dù vậy, Chelsea vẫn nhập cuộc hứng khởi và sớm tạo ra sức ép đáng kể. Ngay phút thứ 3, Enzo Fernandez buộc thủ thành Sam Johnstone phải trổ tài cản phá cú đá phạt hiểm hóc, trước khi Alejandro Garnacho có pha dứt điểm bị chặn lại. Đội chủ nhà liên tiếp ép sân nhưng chưa thể chuyển hóa cơ hội thành bàn thắng trong hiệp một. Chelsea gặp khó trước Wolves trong hiệp một (",https://dantri.com.vn/the-thao/chelsea-thang-dam-wolves-tam-vuon-len-nhi-bang-ngoai-hang-anh-20251109064149667.htm,1
161,Dân Trí,the-thao,"Djokovic vô địch Athens Open, thông báo bỏ ATP Finals","Với ưu thế về thể lực, Lorenzo Musetti thi đấu tốt hơn ở set 1, luôn chiếm được thế áp đảo và thắng 6-4. Sang set 2, tay vợt người Italy tiếp tục duy trì sự ổn định nhưng anh lại bất ngờ mắc sai lầm đáng tiếc. Djokovic hạnh phúc với chức vô địch Athens Open 2025 (",https://dantri.com.vn/the-thao/djokovic-vo-dich-athens-open-thong-bao-bo-atp-finals-20251109065258404.htm,1
162,Dân Trí,the-thao,"U17 nữ Triều Tiên không có đối thủ, lần thứ 4 vô địch World Cup","U17 nữ Triều Tiên không có đối thủ ở giải U17 nữ 2025. Trên hành trình vào chung kết, họ đã toàn thắng trong cả 6 trận đấu (trong đó có chiến thắng trước Brazil ở bán kết). Đối thủ của các cô gái Triều Tiên trong trận đấu cuối cùng là U17 nữ Hà Lan, nhà vô địch châu Âu. U17 nữ Triều Tiên vượt trội hoàn toàn so với đối thủ Hà Lan (",https://dantri.com.vn/the-thao/u17-nu-trieu-tien-khong-co-doi-thu-lan-thu-4-vo-dich-world-cup-20251109090026911.htm,1
163,Dân Trí,the-thao,VĐV tranh tài sôi nổi ở giải chạy Standard Chartered Marathon Di sản Hà Nội,"Bất chấp trời đổ mưa to ngay trước giờ xuất phát của cự ly 42km, các VĐV đã bứt phá mạnh mẽ ngay từ vạch xuất phát. Giải chạy Standard Chartered Marathon Di sản Hà Nội 2025 được đánh giá là giải đấu tầm cỡ quốc tế và uy tín nhất trong các giải chạy phong trào hàng đầu tại Việt Nam. Đông đảo VĐV trong và ngoài nước tham gia giải chạy Standard Chartered Marathon Di sản Hà Nội 2025 (",https://dantri.com.vn/the-thao/vdv-tranh-tai-soi-noi-o-giai-chay-standard-chartered-marathon-di-san-ha-noi-20251109085200832.htm,1
164,Dân Trí,the-thao,"HLV Amorim chỉ ra điều đáng lo của Man Utd khi ""hút chết"" trước Tottenham","Thi đấu trên sân Tottenham Hotspur ở vòng 11 giải Ngoại hạng Anh vào tối 8/11, Man Utd mở tỷ số nhờ pha lập công của Bryan Mbeumo trong hiệp 1 và kiểm soát thế trận trong phần lớn thời gian. Tuy nhiên, đội khách lại để Tottenham lội ngược dòng với hai bàn thắng liên tiếp của Mathys Tel và Richarlison. Rất may cho Quỷ đỏ khi trung vệ De Ligt ghi bàn gỡ hòa 2-2 ở phút 96, giúp Quỷ đỏ nối dài chuỗi 5 trận bất bại. HLV Ruben Amorim cho rằng Man Utd thi đấu tự mãn khi dẫn trước trong phần lớn thời gian trận đấu (",https://dantri.com.vn/the-thao/hlv-amorim-chi-ra-dieu-dang-lo-cua-man-utd-khi-hut-chet-truoc-tottenham-20251109093109866.htm,1
165,Dân Trí,the-thao,Hình ảnh ấn tượng tại giải Standard Chartered Marathon Di sản Hà Nội 2025,"Mùa giải năm nay ghi nhận một kỷ lục ấn tượng với 2.500 vận động viên quốc tế đến từ gần 70 quốc gia, con số này gần gấp đôi so với năm 2024. Sự tăng trưởng vượt bậc này cho thấy tầm vóc và sức hút mạnh mẽ của giải, đồng thời mở ra cơ hội lớn cho marathon Việt Nam vươn tầm trong tương lai gần. Dù trời bầu trời Hà Nội bất ngờ đổ mưa lớn vào rạng sáng 9/11, hàng nghìn runner ở cự ly 42km (Full Marathon) vẫn có mặt đúng giờ tại vạch xuất phát, tiến hành lễ chào cờ trước khi sải bước trên đường chạy. Từng bước chân mạnh mẽ dưới làn mưa dày đặc đã lan tỏa một năng lượng đặc biệt và tinh thần bền bỉ không gì có thể ngăn cản. Mưa lạnh càng làm nổi bật ý chí chinh phục cung đường di sản của các vận động viên. Các VĐV chạy qua các tuyến đường lịch sử, được chiêm ngưỡng hàng chục di sản văn hóa lịch sử của Thủ đô ngàn năm văn hiến. Khoảnh khắc các runner chạy ngang qua Lăng Chủ tịch Hồ Chí Minh không chỉ là một phần của đường đua marathon mà còn là sự kết nối đầy ý nghĩa giữa tinh thần và di sản lịch sử dân tộc. Cung đường đưa các runner đi qua Chợ Đồng Xuân, nơi lưu giữ nét kiến trúc cổ kính và nhịp sống thương mại truyền thống của Hà Nội xưa. Sau đó, các VĐV tiếp tục đi qua khu vực Ngân hàng Nhà nước Việt Nam, tòa nhà mang phong cách kiến trúc Đông Dương nổi bật, thể hiện sự kết hợp hài hòa giữa lịch sử và hiện đại. Sự có mặt của các VĐV quốc tế cho thấy tầm vóc và sức hút mạnh mẽ của Standard Chartered Marathon Di sản Hà Nội trên bản đồ chạy bộ toàn cầu. Điểm mới mẻ ở cung đường chạy năm nay là đoạn 10km rút đích qua Hồ Tây lộng gió, điểm nhấn thể hiện nỗ lực của Ban Tổ chức trong việc mang đến cho VĐV những giây phút rút đích đầy cảm hứng, thoải mái và dễ dàng đạt phong độ cao nhất. Trong suốt chặng đua ở các cự ly 42km, 21km và 10km, thời tiết Hà Nội đã thử thách các VĐV bằng những cơn mưa nặng hạt, gió lớn và không khí lạnh. Tuy nhiên, sự khắc nghiệt của thời tiết hoàn toàn không ngăn nổi những bước chân mạnh mẽ. Với tinh thần quyết tâm và ý chí chinh phục đỉnh cao, các runner đã thể hiện bản lĩnh thép, lan tỏa nguồn năng lượng tích cực và bứt phá về đích, biến điều kiện khó khăn thành một phần đáng nhớ của hành trình. Nhóm nữ runner cùng nhau ăn mừng bên tấm Huy chương hoàn thành cự ly 10km (",https://dantri.com.vn/the-thao/hinh-anh-an-tuong-tai-giai-standard-chartered-marathon-di-san-ha-noi-2025-20251109093713627.htm,1
